title,year,genre,actor,imdb_id,kind,matched_by,rating,votes
Glitter Force Doki Doki,2017,Kids' TV for ages 8 to 10,"Debi Derryberry,Cassandra Morris,Melissa Fahn",,,Manual,,
Monzón: A Knockout Blow,2018,Argentinian TV Shows,"Jorge Román,Mauricio Paniagua,Carla Quevedo",9852660,tv series,Manual,8,502
Coach Snoop,2018,Sports & Fitness,Snoop Dogg,5697642,tv series,Manual,6.8,517
Scissor Seven,,International Programmes,"He Xiaofeng,Jiang Guangtao,Duan Yixuan",11503082,tv series,Manual,8.1,949
Trump: An American Dream,2018,Docuseries,Donald Trump,7596008,tv mini series,Manual,7.1,3076
Gnome Alone,2018,Canadian Films,"Olivia Holt,Patrick Stump,Josh Peck",5851786,movie,Manual,5.6,2559
Always a Witch,2018,Colombian TV Programmes,"Angely Gaviria,Óscar Casas,Sofía Araujo",8001250,tv series,Manual,6.3,1841
Ghost in the Shell: SAC_2045,2020,Japanese TV Programmes,"Atsuko Tanaka,Osamu Saka,Akio Otsuka",9466298,tv series,Manual,6.2,1240
AJIN: Demi-Human,2016,Japanese TV Programmes,"Mamoru Miyano,Yoshimasa Hosoya,Jun Fukuyama",6215712,movie,Manual,6.4,1323
Errementari: The Blacksmith and the Devil,2018,Satanic Stories,"Kandido Uranga,Uma Bracaglia,Eneko Sagardoy",5592878,movie,Manual,6.4,8791
Flavors of Youth: International Version,2018,Japanese Films,"Taito Ban,Mariya Ise,Minako Kotobuki",8176578,movie,Manual,6.6,5095
Bad Blood,2018,Crime TV Dramas,"Kim Coates,Anthony LaPaglia,Enrico Colantoni",6423364,tv series,Manual,7.5,6641
Terrace House: Boys & Girls in the City,2015,International Programmes,"You,Reina Triendl,Ryota Yamasato",,,Manual,,
Back Street Girls -GOKUDOLS-,2018,Japanese TV Programmes,"Daisuke Ono,Satoshi Hino,Kazuyuki Okitsu",,,Manual,,
Animal Crackers,2020,Wacky Comedies,"Emily Blunt,John Krasinski,Ian McKellen",4155534,movie,Manual,5.8,1711
The Yard,2019,International Programmes,"Demet Evgar,Ceren Moray,Nursel Köse",7923832,tv series,Manual,7.2,990
Instant Hotel,2018,Travel & Adventure Reality TV,"Luke Jacobz,Juliet Ashworth",9316032,tv series,Manual,7.3,1048
Latte and the Magic Waterstone,2020,Comedies,"Ashley Bornancin,Carter Hastings",9038290,movie,Manual,5.6,342
Restaurants on the Edge,2020,Travel & Adventure Reality TV,"Nick Liberato,Karin Bohn,Dennis Prescott",8784324,tv series,Manual,6.7,696
The Good Bandit,2018,TV Soaps,"Diego Vásquez,Carolina Acevedo,Norma Nivia",9328616,tv series,Manual,7.5,68
The Skin of the Wolf,2018,Spanish Films,"Mario Casas,Irene Escolar,Ruth Díaz",6347150,movie,Manual,5.7,2186
The House of Flowers Presents: The Funeral,2019,LGBTQ TV Programmes,"Cecilia Suárez,Aislinn Derbez,Darío Yazbek",8387348,tv series,Manual,7.7,6253
Glitter Force,2015,Kids' TV for ages 8 to 10,"Laura Bailey,Kate Higgins,Alex Cazares",,,Manual,,
Pokémon Journeys: The Series,2020,Kids' TV for ages 8 to 10,"Ikue Otani,Sarah Natochenny,Zeno Robinson",168366,tv series,Manual,7.5,36361
Yummy Mummies,2018,Australian TV Programmes,"Lorinska Merrington,Jane Scandizzo,Rachel Watts",7172230,tv mini series,Manual,4,530
Rust Valley Restorers,2019,Reality TV,"Mike Hall,Avery Shoaf,Connor Hall",9498102,tv series,Manual,7.7,1524
Malibu Rescue,2019,Wacky Comedies,"Ricardo Hurtado,Breanna Yde,Jackie R. Jacobson",9228950,movie,Manual,4.8,827
Ultimate Beastmaster Mexico,2017,Spanish-language TV Programmes,"Luis Ernesto Franco,Inés Sainz,Tiki Barber",,,Manual,,
The House of Flowers Presents: The Funeral,2019,LGBTQ TV Programmes,"Cecilia Suárez,Aislinn Derbez,Darío Yazbek",,,Manual,,
Top Boy,2019,British TV Dramas,"Ashley Walters,Kane Robinson,Micheal Ward",1830379,tv series,Manual,8.4,11659
Pinky Malinky,2019,Kids' TV for ages 8 to 10,"Lucas Grabeel,Nathan Kress,Diamond White",5621544,tv series,Manual,5.6,322
Kipo and the Age of Wonderbeasts,2019,Kids' TV for ages 11 to 12,"Karen Fukuhara,Sydney Mikayla,Deon Cole",10482560,tv series,Manual,8.3,2054
The Toys That Made Us,2018,Reality TV,,7053920,tv series,Manual,8.1,4470
Better Than Us,2019,Russian TV Programmes,"Paulina Andreeva,Kirill Käro,Aleksandr Ustyugov",8285216,tv series,Manual,7.4,5434
Slasher,2017,Mystery Programmes,"Katie McGrath,Brandon Jay McLaren,Steve Byers",4667888,tv series,Manual,6.7,10647
Steel Rain,2018,Military Action & Adventure,"Jung Woo-sung,Kwak Do-won,Kim Kap-soo",6769508,movie,Manual,7.1,3782
Life,2018,Korean Programmes,"Lee Dong-wook,Cho Seung-woo,Won Jin-ah",8243158,tv series,Manual,7.6,312
The Staircase,2018,Social & Cultural Documentaries,,388644,tv series,Manual,7.9,17014
1994,2019,Mexican TV Programmes,,10243640,tv series,Manual,7.6,326
